NOME DO ARQUIVO,TAMANHO ORIGINAL (KB),PNG - TAMANHO COMPRIMIDO (KB),COMPRESSAO PNG,JPEG - TAMANHO COMPRIMIDO (KB),COMPRESSAO JPEG,PCA-950 - TAMANHO COMPRIMIDO (KB),COMPRESSAO PCA-950,PCA-975 - TAMANHO COMPRIMIDO (KB),COMPRESSAO PCA-975,PCA-990 - TAMANHO COMPRIMIDO (KB),COMPRESSAO PCA-990
brain-512x512/99c42433_1-044.dcm,526.46,,,,,27.42,94.79,47.90,90.9,105.25,80.01
brain-512x512/8dfc21cf_1-18.dcm,526.50,,,,,43.81,91.68,68.38,87.01,121.63,76.9
brain-512x512/6e547486_1-119.dcm,526.51,,,,,117.53,77.68,199.45,62.12,310.05,41.11
brain-512x512/de6289a0_1-001.dcm,526.47,,,,,162.59,69.12,256.80,51.22,387.87,26.33
brain-512x512/05de784c_1-082.dcm,526.50,,,,,105.25,80.01,166.69,68.34,264.99,49.67
brain-512x512/7b3bcdfe_1-168.dcm,526.50,,,,,68.38,87.01,105.25,80.01,170.78,67.56
brain-512x512/44d25111_1-004.dcm,526.50,,,,,92.96,82.34,133.92,74.56,203.55,61.34
brain-512x512/8e6ea94d_1-019.dcm,526.50,,,,,84.77,83.9,142.11,73.01,228.13,56.67
brain-512x512/3389181e_1-088.dcm,526.51,,,,,109.34,79.23,178.97,66.01,273.18,48.11
brain-512x512/1324f1cd_1-104.dcm,526.51,,,,,101.15,80.79,170.78,67.56,273.18,48.11
brain-512x512/8e21e358_1-153.dcm,526.51,,,,,80.67,84.68,138.01,73.79,224.03,57.45
brain-512x512/767554fb_1-009.dcm,526.50,,,,,68.38,87.01,101.15,80.79,142.11,73.01
brain-512x512/f1f56c1d_1-012.dcm,526.50,,,,,39.71,92.46,68.38,87.01,125.73,76.12
brain-512x512/62865076_1-15.dcm,526.50,,,,,125.73,76.12,170.78,67.56,228.13,56.67
brain-512x512/44ecaf71_1-71.dcm,526.51,,,,,6.94,98.68,6.94,98.68,6.94,98.68
brain-512x512/632758d0_1-081.dcm,526.50,,,,,105.25,80.01,178.97,66.01,289.57,45.0
brain-512x512/4834ca8c_1-155.dcm,526.51,,,,,72.48,86.23,121.63,76.9,195.36,62.9
brain-512x512/d5203490_1-050.dcm,526.51,,,,,101.15,80.79,150.30,71.45,228.13,56.67
brain-512x512/849c0f4c_1-154.dcm,526.51,,,,,84.77,83.9,142.11,73.01,215.84,59.01
brain-512x512/54dcac0b_1-063.dcm,526.50,,,,,80.67,84.68,138.01,73.79,219.93,58.23
brain-512x512/fbf12135_1-098.dcm,526.51,,,,,133.92,74.56,199.45,62.12,289.57,45.0
brain-512x512/eb62d2a1_1-084.dcm,526.50,,,,,72.48,86.23,113.44,78.45,178.97,66.01
brain-512x512/64cece01_1-139.dcm,526.51,,,,,142.11,73.01,224.03,57.45,342.81,34.89
brain-512x512/cf8058a2_1-003.dcm,526.50,,,,,97.05,81.57,142.11,73.01,248.61,52.78
brain-512x512/06b9b06d_1-027.dcm,526.50,,,,,72.48,86.23,113.44,78.45,191.26,63.67
brain-512x512/1e5baf2c_1-074.dcm,526.50,,,,,109.34,79.23,154.40,70.67,215.84,59.0
brain-512x512/a9f3a2e8_1-120.dcm,526.51,,,,,150.30,71.45,232.22,55.89,346.91,34.11
brain-512x512/41aba80a_1-17.dcm,526.51,,,,,113.44,78.45,162.59,69.12,219.93,58.23
brain-512x512/25361522_1-070.dcm,526.50,,,,,117.53,77.68,178.97,66.01,264.99,49.67
brain-512x512/20f33289_1-042.dcm,526.50,,,,,113.44,78.45,178.97,66.01,281.37,46.56
brain-512x512/c4f0e117_1-144.dcm,526.51,,,,,80.67,84.68,129.82,75.34,211.74,59.78
brain-512x512/3d19ee08_1-048.dcm,526.50,,,,,101.15,80.79,162.59,69.12,256.80,51.23
brain-512x512/05d5d33c_1-001.dcm,526.50,,,,,117.53,77.68,224.03,57.45,371.49,29.44
brain-512x512/d6528eb7_1-104.dcm,526.50,,,,,138.01,73.79,219.93,58.23,334.62,36.44
brain-512x512/7274349e_1-127.dcm,526.51,,,,,117.53,77.68,174.88,66.79,260.89,50.45
brain-512x512/8471e95f_1-161.dcm,526.51,,,,,39.71,92.46,60.19,88.57,101.15,80.79
brain-512x512/1d9d77b5_1-041.dcm,526.50,,,,,178.97,66.01,260.89,50.45,371.49,29.44
brain-512x512/c8d126df_1-106.dcm,526.47,,,,,146.21,72.23,195.36,62.89,256.80,51.22
brain-512x512/e1ea34fa_1-40.dcm,526.51,,,,,133.92,74.56,178.97,66.01,244.51,53.56
brain-512x512/99255bd4_1-085.dcm,526.50,,,,,113.44,78.45,178.97,66.01,277.28,47.34
brain-512x512/6aedf04c_1-15.dcm,526.50,,,,,133.92,74.56,191.26,63.67,264.99,49.67
brain-512x512/87eb8691_1-092.dcm,526.50,,,,,121.63,76.9,195.36,62.89,301.85,42.67
brain-512x512/8da2af97_1-170.dcm,526.51,,,,,92.96,82.34,150.30,71.45,236.32,55.12
brain-512x512/f00a4957_1-165.dcm,526.51,,,,,154.40,70.68,232.22,55.89,338.72,35.67
brain-512x512/7ca36fd0_1-085.dcm,526.51,,,,,113.44,78.45,170.78,67.56,256.80,51.23
brain-512x512/250287f4_1-022.dcm,526.50,,,,,146.21,72.23,232.22,55.89,363.29,31.0
brain-512x512/314e7176_1-118.dcm,526.51,,,,,138.01,73.79,195.36,62.9,273.18,48.11
brain-512x512/d2843d52_1-55.dcm,526.51,,,,,60.19,88.57,92.96,82.34,150.30,71.45
brain-512x512/37cb3dc5_1-114.dcm,526.51,,,,,109.34,79.23,178.97,66.01,281.37,46.56
brain-512x512/8d2e2fe8_1-19.dcm,526.50,,,,,39.71,92.46,72.48,86.23,121.63,76.9
brain-512x512/3b72dbe5_1-029.dcm,526.49,,,,,27.42,94.79,52.00,90.12,105.25,80.01
brain-512x512/859cbdc4_1-019.dcm,526.50,,,,,117.53,77.68,183.07,65.23,273.18,48.11
brain-512x512/47777b6b_1-008.dcm,526.50,,,,,138.01,73.79,203.55,61.34,297.76,43.45
brain-512x512/0b5d93da_1-44.dcm,526.50,,,,,121.63,76.9,174.88,66.79,240.41,54.34
brain-512x512/df245bb8_1-25.dcm,526.48,,,,,121.63,76.9,195.36,62.89,326.43,38.0
brain-512x512/306fad10_1-147.dcm,526.52,,,,,113.44,78.46,162.59,69.12,228.13,56.67
brain-512x512/4dc29e77_1-049.dcm,526.51,,,,,88.86,83.12,121.63,76.9,170.78,67.56
brain-512x512/b9bfe7e8_1-102.dcm,526.50,,,,,187.17,64.45,285.47,45.78,428.83,18.55
brain-512x512/987658cb_1-060.dcm,526.51,,,,,72.48,86.23,109.34,79.23,166.69,68.34
brain-512x512/f64df95c_1-40.dcm,526.50,,,,,105.25,80.01,154.40,70.67,224.03,57.45
brain-512x512/de272346_1-139.dcm,526.50,,,,,68.38,87.01,117.53,77.68,191.26,63.67
brain-512x512/be05cf29_1-231.dcm,526.46,,,,,72.48,86.23,117.53,77.67,187.17,64.45
brain-512x512/b21eadb4_1-016.dcm,526.51,,,,,15.13,97.13,23.33,95.57,47.90,90.9
brain-512x512/b4f9e795_1-55.dcm,526.50,,,,,31.52,94.01,56.09,89.35,105.25,80.01
brain-512x512/48eb7284_1-055.dcm,526.50,,,,,72.48,86.23,125.73,76.12,211.74,59.78
brain-512x512/86c100de_1-176.dcm,526.50,,,,,76.57,85.46,121.63,76.9,187.17,64.45
brain-512x512/865c3104_1-44.dcm,526.50,,,,,187.17,64.45,244.51,53.56,318.24,39.56
brain-512x512/8f32ae28_1-051.dcm,526.46,,,,,76.57,85.46,109.34,79.23,150.30,71.45
brain-512x512/e7968bec_1-31.dcm,526.50,,,,,88.86,83.12,133.92,74.56,195.36,62.9
brain-512x512/7330e9a1_1-56.dcm,526.50,,,,,121.63,76.9,162.59,69.12,224.03,57.45
brain-512x512/5a22b805_1-11.dcm,526.50,,,,,441.12,16.22,535.33,-1.68,658.21,-25.01
brain-512x512/be9a13d8_1-014.dcm,526.50,,,,,60.19,88.57,97.05,81.57,187.17,64.45
brain-512x512/d75a15ba_1-159.dcm,526.50,,,,,56.09,89.35,88.86,83.12,138.01,73.79
brain-512x512/252f4d8e_1-054.dcm,526.49,,,,,80.67,84.68,142.11,73.01,232.22,55.89
brain-512x512/7eb0657a_1-052.dcm,526.51,,,,,105.25,80.01,166.69,68.34,252.70,52.0
brain-512x512/78c183de_1-036.dcm,526.50,,,,,52.00,90.12,76.57,85.46,117.53,77.68
brain-512x512/ae0ceb9d_1-090.dcm,526.51,,,,,142.11,73.01,207.65,60.56,293.66,44.22
brain-512x512/b29c3a14_1-003.dcm,526.50,,,,,43.81,91.68,64.29,87.79,97.05,81.57
brain-512x512/5c615e19_1-301.dcm,526.51,,,,,162.59,69.12,293.66,44.22,453.41,13.88
brain-512x512/2b98e3fa_1-079.dcm,526.50,,,,,121.63,76.9,195.36,62.9,297.76,43.45
brain-512x512/2b92de7c_1-115.dcm,526.50,,,,,80.67,84.68,129.82,75.34,207.65,60.56
brain-512x512/c38241dd_1-131.dcm,526.50,,,,,113.44,78.45,174.88,66.79,264.99,49.67
brain-512x512/db2ff57c_1-111.dcm,526.51,,,,,129.82,75.34,203.55,61.34,310.05,41.11
brain-512x512/9152c1a9_1-102.dcm,526.52,,,,,105.25,80.01,150.30,71.45,199.45,62.12
brain-512x512/b6fe8e86_1-135.dcm,526.51,,,,,121.63,76.9,174.88,66.79,244.51,53.56
brain-512x512/1be3ee64_1-24.dcm,526.51,,,,,64.29,87.79,105.25,80.01,154.40,70.67
brain-512x512/07b90120_1-04.dcm,526.51,,,,,27.42,94.79,39.71,92.46,76.57,85.46
brain-512x512/209c7aba_1-092.dcm,526.50,,,,,92.96,82.34,154.40,70.67,244.51,53.56
brain-512x512/812cad47_1-16.dcm,526.51,,,,,113.44,78.45,150.30,71.45,199.45,62.12
brain-512x512/cc1dff85_1-01.dcm,526.50,,,,,15.13,97.13,15.13,97.13,39.71,92.46
brain-512x512/31af4a25_1-108.dcm,526.51,,,,,92.96,82.34,162.59,69.12,256.80,51.23
brain-512x512/c26979e9_1-037.dcm,526.50,,,,,125.73,76.12,195.36,62.89,305.95,41.89
brain-512x512/1025ded5_1-126.dcm,526.51,,,,,105.25,80.01,166.69,68.34,248.61,52.78
brain-512x512/200f2ae7_1-160.dcm,526.51,,,,,166.69,68.34,244.51,53.56,355.10,32.56
brain-512x512/ed8fa8d3_1-058.dcm,526.50,,,,,105.25,80.01,178.97,66.01,281.37,46.56
brain-512x512/6f697821_1-74.dcm,526.51,,,,,6.94,98.68,6.94,98.68,6.94,98.68
brain-512x512/4901a005_1-104.dcm,526.51,,,,,101.15,80.79,166.69,68.34,260.89,50.45
brain-512x512/6a93bbbf_1-26.dcm,526.51,,,,,150.30,71.45,199.45,62.12,260.89,50.45
brain-512x512/5684002d_1-118.dcm,526.50,,,,,117.53,77.68,195.36,62.9,305.95,41.89
brain-512x512/31a68de5_1-48.dcm,526.50,,,,,121.63,76.9,166.69,68.34,224.03,57.45
brain-512x512/894212b6_1-042.dcm,526.50,,,,,64.29,87.79,117.53,77.68,203.55,61.34
brain-512x512/8eba63a3_1-026.dcm,526.50,,,,,76.57,85.46,121.63,76.9,203.55,61.34
brain-512x512/c52e5e17_1-140.dcm,526.51,,,,,76.57,85.46,125.73,76.12,203.55,61.34
brain-512x512/1412cd42_1-052.dcm,526.50,,,,,101.15,80.79,138.01,73.79,187.17,64.45
brain-512x512/8745a7b0_1-016.dcm,526.50,,,,,72.48,86.23,117.53,77.68,183.07,65.23
brain-512x512/d3909820_1-096.dcm,526.50,,,,,195.36,62.9,297.76,43.45,437.02,17.0
brain-512x512/5649ab63_1-25.dcm,526.51,,,,,146.21,72.23,195.36,62.9,260.89,50.45
brain-512x512/e40b2abe_1-25.dcm,526.51,,,,,105.25,80.01,154.40,70.67,215.84,59.01
brain-512x512/b798ade8_1-143.dcm,526.50,,,,,80.67,84.68,129.82,75.34,207.65,60.56
brain-512x512/565faccf_1-052.dcm,526.50,,,,,101.15,80.79,162.59,69.12,264.99,49.67
brain-512x512/7a34a3c8_1-113.dcm,526.50,,,,,113.44,78.45,162.59,69.12,228.13,56.67
brain-512x512/8bf46a08_1-006.dcm,526.50,,,,,101.15,80.79,207.65,60.56,400.16,24.0
brain-512x512/1e5ed749_1-116.dcm,526.50,,,,,105.25,80.01,178.97,66.01,281.37,46.56
brain-512x512/81fa214b_1-36.dcm,526.50,,,,,121.63,76.9,162.59,69.12,224.03,57.45
brain-512x512/06c0b441_1-109.dcm,526.50,,,,,97.05,81.57,154.40,70.67,244.51,53.56
brain-512x512/423751d3_1-168.dcm,526.50,,,,,64.29,87.79,97.05,81.57,154.40,70.67
brain-512x512/711eed55_1-014.dcm,526.50,,,,,31.52,94.01,47.90,90.9,76.57,85.46
brain-512x512/f747f066_1-056.dcm,526.50,,,,,121.63,76.9,187.17,64.45,273.18,48.11
brain-512x512/58d2fe4d_1-115.dcm,526.51,,,,,101.15,80.79,166.69,68.34,264.99,49.67
brain-512x512/9fa73043_1-006.dcm,526.49,,,,,133.92,74.56,195.36,62.89,289.57,45.0
brain-512x512/13df0f20_1-024.dcm,526.51,,,,,6.94,98.68,15.13,97.13,19.23,96.35
brain-512x512/e389df88_1-199.dcm,526.47,,,,,154.40,70.67,215.84,59.0,293.66,44.22
brain-512x512/dba664fc_1-128.dcm,526.51,,,,,105.25,80.01,162.59,69.12,248.61,52.78
brain-512x512/7facd70b_1-084.dcm,526.50,,,,,146.21,72.23,211.74,59.78,297.76,43.45
brain-512x512/b4c24df1_1-14.dcm,526.51,,,,,101.15,80.79,133.92,74.56,178.97,66.01
brain-512x512/a82991be_1-036.dcm,526.50,,,,,109.34,79.23,174.88,66.78,269.09,48.89
brain-512x512/918f94c8_1-133.dcm,526.50,,,,,109.34,79.23,174.88,66.79,269.09,48.89
brain-512x512/e7a4aaaa_1-07.dcm,526.50,,,,,367.39,30.22,465.69,11.55,592.67,-12.57
brain-512x512/477da797_1-140.dcm,526.50,,,,,80.67,84.68,133.92,74.56,215.84,59.01
brain-512x512/af545f7b_1-171.dcm,526.51,,,,,92.96,82.34,146.21,72.23,236.32,55.12
brain-512x512/39cee228_1-241.dcm,526.51,,,,,92.96,82.34,154.40,70.68,236.32,55.12
brain-512x512/a2c130be_1-099.dcm,526.50,,,,,88.86,83.12,146.21,72.23,236.32,55.12
brain-512x512/db85f8d7_1-048.dcm,526.51,,,,,105.25,80.01,154.40,70.68,224.03,57.45
brain-512x512/16dca830_1-045.dcm,526.50,,,,,84.77,83.9,142.11,73.01,228.13,56.67
brain-512x512/b0605efc_1-112.dcm,526.51,,,,,125.73,76.12,187.17,64.45,273.18,48.11
brain-512x512/71df47e9_1-58.dcm,526.50,,,,,117.53,77.68,166.69,68.34,232.22,55.89
brain-512x512/1e5ccde3_1-031.dcm,526.51,,,,,101.15,80.79,170.78,67.56,301.85,42.67
brain-512x512/70586336_1-143.dcm,526.51,,,,,84.77,83.9,133.92,74.56,211.74,59.78
brain-512x512/f8a38f5b_1-279.dcm,526.46,,,,,27.42,94.79,43.81,91.68,88.86,83.12
brain-512x512/ea3b4665_1-127.dcm,526.50,,,,,64.29,87.79,109.34,79.23,178.97,66.01
brain-512x512/60515d72_1-105.dcm,526.50,,,,,125.73,76.12,174.88,66.78,240.41,54.34
brain-512x512/e809000a_1-029.dcm,526.50,,,,,80.67,84.68,125.73,76.12,191.26,63.67
brain-512x512/3a6beff1_1-032.dcm,526.51,,,,,105.25,80.01,170.78,67.56,277.28,47.34
brain-512x512/90d1c8ee_1-138.dcm,526.50,,,,,101.15,80.79,154.40,70.67,240.41,54.34
brain-512x512/f74d274e_1-175.dcm,526.50,,,,,31.52,94.01,47.90,90.9,76.57,85.46
brain-512x512/b296a834_1-116.dcm,526.51,,,,,113.44,78.45,170.78,67.56,252.70,52.0
brain-512x512/2f586c1c_1-26.dcm,526.50,,,,,129.82,75.34,187.17,64.45,273.18,48.11
brain-512x512/7f1e9293_1-23.dcm,526.50,,,,,113.44,78.45,158.49,69.9,219.93,58.23
brain-512x512/5c1cadc5_1-081.dcm,526.51,,,,,125.73,76.12,199.45,62.12,301.85,42.67
brain-512x512/a21dfd7d_1-153.dcm,526.51,,,,,97.05,81.57,158.49,69.9,244.51,53.56
brain-512x512/09aa3146_1-60.dcm,526.50,,,,,64.29,87.79,101.15,80.79,170.78,67.56
brain-512x512/547372cc_1-029.dcm,526.50,,,,,138.01,73.79,219.93,58.23,330.53,37.22
brain-512x512/31235db5_1-036.dcm,526.51,,,,,92.96,82.34,125.73,76.12,170.78,67.56
brain-512x512/97dbc011_1-128.dcm,526.50,,,,,117.53,77.68,183.07,65.23,273.18,48.11
brain-512x512/7c0faeca_1-75.dcm,526.50,,,,,27.42,94.79,43.81,91.68,72.48,86.23
brain-512x512/8646d6d0_1-66.dcm,526.50,,,,,47.90,90.9,84.77,83.9,170.78,67.56
brain-512x512/36f0e332_1-23.dcm,526.49,,,,,142.11,73.01,228.13,56.67,375.58,28.66
brain-512x512/5b759d8f_1-215.dcm,526.46,,,,,80.67,84.68,133.92,74.56,211.74,59.78
brain-512x512/a0b08fda_1-021.dcm,526.51,,,,,80.67,84.68,129.82,75.34,203.55,61.34
brain-512x512/b961bf3a_1-009.dcm,526.51,,,,,6.94,98.68,6.94,98.68,6.94,98.68
brain-512x512/5ae7b073_1-176.dcm,526.51,,,,,6.94,98.68,6.94,98.68,6.94,98.68
brain-512x512/7ccda116_1-142.dcm,526.50,,,,,84.77,83.9,125.73,76.12,195.36,62.9
brain-512x512/2462f41d_1-134.dcm,526.51,,,,,105.25,80.01,170.78,67.56,269.09,48.89
brain-512x512/46f77e88_1-21.dcm,526.51,,,,,146.21,72.23,191.26,63.67,252.70,52.0
brain-512x512/61a699e9_1-302.dcm,526.52,,,,,97.05,81.57,142.11,73.01,207.65,60.56
brain-512x512/797fc68e_1-111.dcm,526.50,,,,,101.15,80.79,162.59,69.12,248.61,52.78
brain-512x512/753678a7_1-67.dcm,526.50,,,,,6.94,98.68,6.94,98.68,6.94,98.68
brain-512x512/8dfbf95b_1-35.dcm,526.51,,,,,121.63,76.9,174.88,66.79,240.41,54.34
brain-512x512/bdeb0689_1-248.dcm,526.51,,,,,88.86,83.12,150.30,71.45,236.32,55.12
brain-512x512/c845f14c_1-148.dcm,526.50,,,,,117.53,77.68,191.26,63.67,301.85,42.67
brain-512x512/5b7f9cd6_1-097.dcm,526.46,,,,,105.25,80.01,158.49,69.89,236.32,55.11
brain-512x512/cb56dca6_1-053.dcm,526.50,,,,,113.44,78.45,178.97,66.01,301.85,42.67
brain-512x512/28eb823c_1-004.dcm,526.49,,,,,170.78,67.56,318.24,39.56,523.04,0.66
brain-512x512/9266652b_1-042.dcm,526.50,,,,,76.57,85.46,129.82,75.34,207.65,60.56
brain-512x512/1dabf589_1-115.dcm,526.50,,,,,92.96,82.34,150.30,71.45,252.70,52.0
brain-512x512/1df225c6_1-026.dcm,526.50,,,,,84.77,83.9,138.01,73.79,224.03,57.45
brain-512x512/f2c95792_1-102.dcm,526.50,,,,,129.82,75.34,203.55,61.34,310.05,41.11
brain-512x512/9b392f2a_1-061.dcm,526.50,,,,,88.86,83.12,150.30,71.45,244.51,53.56
brain-512x512/1ebd7721_1-61.dcm,526.50,,,,,6.94,98.68,6.94,98.68,6.94,98.68
brain-512x512/9f642b9d_1-104.dcm,526.50,,,,,113.44,78.45,187.17,64.45,297.76,43.45
brain-512x512/1ac54e37_1-151.dcm,526.50,,,,,80.67,84.68,129.82,75.34,203.55,61.34
brain-512x512/fae94981_1-053.dcm,526.50,,,,,80.67,84.68,138.01,73.79,224.03,57.45
brain-512x512/c8e463f3_1-55.dcm,526.50,,,,,101.15,80.79,146.21,72.23,211.74,59.78
brain-512x512/2fa584ca_1-006.dcm,526.50,,,,,101.15,80.79,178.97,66.01,326.43,38.0
brain-512x512/9be1d839_1-119.dcm,526.51,,,,,72.48,86.23,125.73,76.12,199.45,62.12
brain-512x512/c1d7c03a_1-63.dcm,526.51,,,,,60.19,88.57,92.96,82.34,146.21,72.23
brain-512x512/a73a4fe1_1-154.dcm,526.51,,,,,72.48,86.23,113.44,78.45,170.78,67.56
brain-512x512/fa2e1914_1-41.dcm,526.50,,,,,129.82,75.34,178.97,66.01,244.51,53.56
brain-512x512/ff97fb4f_1-028.dcm,526.51,,,,,60.19,88.57,84.77,83.9,121.63,76.9
brain-512x512/be762e90_1-38.dcm,526.50,,,,,105.25,80.01,158.49,69.9,232.22,55.89
brain-512x512/04b9f36b_1-005.dcm,526.46,,,,,6.94,98.68,6.94,98.68,6.94,98.68
brain-512x512/015139e7_1-12.dcm,526.50,,,,,97.05,81.57,138.01,73.79,199.45,62.12
brain-512x512/c6c967af_1-147.dcm,526.51,,,,,88.86,83.12,146.21,72.23,236.32,55.12
brain-512x512/b2961ab9_1-01.dcm,526.51,,,,,23.33,95.57,35.61,93.24,88.86,83.12
brain-512x512/9871eff1_1-153.dcm,526.51,,,,,129.82,75.34,191.26,63.67,277.28,47.34
brain-512x512/e7641851_1-150.dcm,526.51,,,,,76.57,85.46,113.44,78.45,178.97,66.01
brain-512x512/99ef7a46_1-33.dcm,526.51,,,,,142.11,73.01,211.74,59.78,301.85,42.67
brain-512x512/ec9c06ba_1-169.dcm,526.46,,,,,121.63,76.9,178.97,66.0,264.99,49.67
brain-512x512/c19031a9_1-020.dcm,526.47,,,,,15.13,97.13,23.33,95.57,39.71,92.46
brain-512x512/1f48ed4f_1-049.dcm,526.50,,,,,105.25,80.01,166.69,68.34,264.99,49.67
brain-512x512/74dacf8f_1-55.dcm,526.50,,,,,6.94,98.68,6.94,98.68,6.94,98.68
brain-512x512/3a0589b6_1-025.dcm,526.47,,,,,23.33,95.57,31.52,94.01,56.09,89.35
brain-512x512/d603386e_1-120.dcm,526.51,,,,,129.82,75.34,187.17,64.45,264.99,49.67
brain-512x512/700c8c1d_1-139.dcm,526.50,,,,,97.05,81.57,162.59,69.12,256.80,51.23
brain-512x512/0681bc5f_1-047.dcm,526.49,,,,,113.44,78.45,183.07,65.23,281.37,46.56
brain-512x512/1b5f7848_1-060.dcm,526.50,,,,,92.96,82.34,158.49,69.9,264.99,49.67
brain-512x512/72bf1bc9_1-033.dcm,526.50,,,,,121.63,76.9,199.45,62.12,310.05,41.11
brain-512x512/ce742c39_1-099.dcm,526.50,,,,,133.92,74.56,207.65,60.56,310.05,41.11
brain-512x512/5cb7c0c1_1-156.dcm,526.50,,,,,117.53,77.68,174.88,66.78,248.61,52.78
brain-512x512/7bb2987e_1-095.dcm,526.51,,,,,117.53,77.68,191.26,63.67,301.85,42.67
brain-512x512/0a5fd003_1-72.dcm,526.49,,,,,6.94,98.68,6.94,98.68,6.94,98.68
brain-512x512/8314071a_1-161.dcm,526.51,,,,,60.19,88.57,92.96,82.34,154.40,70.67
brain-512x512/aaf4895b_1-164.dcm,526.52,,,,,92.96,82.34,138.01,73.79,199.45,62.12
brain-512x512/4d30a2ba_1-014.dcm,526.50,,,,,80.67,84.68,129.82,75.34,211.74,59.78
brain-512x512/848b809d_1-085.dcm,526.50,,,,,133.92,74.56,207.65,60.56,310.05,41.11
brain-512x512/311a445c_1-083.dcm,526.50,,,,,146.21,72.23,215.84,59.01,318.24,39.56
brain-512x512/76d23dff_1-026.dcm,526.51,,,,,11.04,97.9,15.13,97.13,19.23,96.35
brain-512x512/2d6e7231_1-183.dcm,526.46,,,,,105.25,80.01,162.59,69.12,248.61,52.78
brain-512x512/e57da807_1-121.dcm,526.51,,,,,146.21,72.23,228.13,56.67,346.91,34.11
brain-512x512/3a917836_1-060.dcm,526.52,,,,,52.00,90.12,76.57,85.46,117.53,77.68
brain-512x512/c8698192_1-056.dcm,526.50,,,,,133.92,74.56,203.55,61.34,297.76,43.45
brain-512x512/db878a49_1-70.dcm,526.50,,,,,6.94,98.68,6.94,98.68,6.94,98.68
brain-512x512/873ddf41_1-141.dcm,526.51,,,,,88.86,83.12,142.11,73.01,228.13,56.67
brain-512x512/170aa9e3_1-118.dcm,526.50,,,,,101.15,80.79,170.78,67.56,269.09,48.89
brain-512x512/c30a242f_1-085.dcm,526.50,,,,,113.44,78.45,162.59,69.12,224.03,57.45
brain-512x512/2ac7f0c1_1-52.dcm,526.50,,,,,88.86,83.12,133.92,74.56,199.45,62.12
brain-512x512/5dd32ee2_1-11.dcm,526.50,,,,,469.79,10.77,617.25,-17.23,863.01,-63.91
brain-512x512/5f26923a_1-49.dcm,526.50,,,,,121.63,76.9,162.59,69.12,224.03,57.45
brain-512x512/58082281_1-168.dcm,526.51,,,,,60.19,88.57,97.05,81.57,158.49,69.9
brain-512x512/56c2641e_1-083.dcm,526.50,,,,,92.96,82.34,154.40,70.67,244.51,53.56
brain-512x512/4e734d7a_1-113.dcm,526.51,,,,,125.73,76.12,183.07,65.23,260.89,50.45
brain-512x512/3c4fa122_1-66.dcm,526.51,,,,,109.34,79.23,154.40,70.67,219.93,58.23
brain-512x512/f659d38e_1-56.dcm,526.50,,,,,6.94,98.68,6.94,98.68,6.94,98.68
brain-512x512/c9f898d4_1-068.dcm,526.50,,,,,84.77,83.9,150.30,71.45,269.09,48.89
brain-512x512/31128ba5_1-168.dcm,526.50,,,,,244.51,53.56,387.87,26.33,588.57,-11.79
brain-512x512/0573b341_1-051.dcm,526.49,,,,,101.15,80.79,133.92,74.56,183.07,65.23
brain-512x512/e74e4d87_1-160.dcm,526.51,,,,,80.67,84.68,133.92,74.56,199.45,62.12
brain-512x512/31f3dcbb_1-061.dcm,526.46,,,,,52.00,90.12,84.77,83.9,142.11,73.01
brain-512x512/e85f8abd_1-07.dcm,526.50,,,,,461.60,12.33,572.19,-8.68,740.13,-40.57
brain-512x512/a9525948_1-124.dcm,526.52,,,,,109.34,79.23,154.40,70.68,211.74,59.78
brain-512x512/4dd1e287_1-082.dcm,526.51,,,,,133.92,74.56,211.74,59.78,314.14,40.33
brain-512x512/c4214121_1-089.dcm,526.50,,,,,191.26,63.67,293.66,44.22,432.93,17.77
brain-512x512/8afa5f96_1-021.dcm,526.51,,,,,84.77,83.9,174.88,66.79,281.37,46.56
brain-512x512/043478be_1-023.dcm,526.46,,,,,129.82,75.34,252.70,52.0,420.64,20.1
brain-512x512/35dabe53_1-194.dcm,526.46,,,,,97.05,81.56,154.40,70.67,236.32,55.11
brain-512x512/665ca9e1_1-60.dcm,526.50,,,,,129.82,75.34,178.97,66.01,240.41,54.34
brain-512x512/ec1d4bd2_1-058.dcm,526.50,,,,,97.05,81.57,142.11,73.01,203.55,61.34
brain-512x512/7004f393_1-029.dcm,526.50,,,,,43.81,91.68,72.48,86.23,129.82,75.34
brain-512x512/34fb221a_1-047.dcm,526.51,,,,,105.25,80.01,150.30,71.45,219.93,58.23
brain-512x512/d1feedaf_1-025.dcm,526.50,,,,,64.29,87.79,113.44,78.45,187.17,64.45
brain-512x512/4f3c310c_1-100.dcm,526.51,,,,,88.86,83.12,146.21,72.23,232.22,55.89
brain-512x512/539f9d19_1-182.dcm,526.47,,,,,154.40,70.67,211.74,59.78,289.57,45.0
brain-512x512/c3b1ba42_1-090.dcm,526.50,,,,,105.25,80.01,170.78,67.56,264.99,49.67
brain-512x512/b848c07c_1-165.dcm,526.51,,,,,64.29,87.79,101.15,80.79,174.88,66.79
brain-512x512/5bfcb5eb_1-152.dcm,526.51,,,,,68.38,87.01,113.44,78.45,183.07,65.23
brain-512x512/86dedc99_1-26.dcm,526.51,,,,,105.25,80.01,158.49,69.9,224.03,57.45
brain-512x512/bdad3195_1-098.dcm,526.51,,,,,121.63,76.9,178.97,66.01,256.80,51.23
